game,category,game+category,time(seconds),released_year,nb_of_runs,main_platform,main_genre,engine,developer,publisher,nb_of_platforms,nb_of_genres
Super Smash Bros.,All Bonuses,Super Smash Bros. - All Bonuses,600.75,1999,12,Nintendo 64,Fighting,,HAL Laboratory,Nintendo,2,1
Mega Man 8,Any%,Mega Man 8 - Any%,3027,1996,30,Sega Saturn,,,,,7,
Mega Man 8,40 Bolts,Mega Man 8 - 40 Bolts,3803,1996,3,Sega Saturn,,,,,7,
Mega Man 8,Any% Saturn,Mega Man 8 - Any% Saturn,3247,1996,5,Sega Saturn,,,,,7,
Mega Man 8,40 Bolts Saturn,Mega Man 8 - 40 Bolts Saturn,4211,1996,1,Sega Saturn,,,,,7,
Pac-In-Time (GB),Any%,Pac-In-Time (GB) - Any%,4211,1995,0,Game Boy Color,,,,,6,
Shovel Knight,Any%,Shovel Knight - Any%,1843,2014,347,Wii U,Platformer,,Yacht Club Games,Yacht Club Games,9,1
Shovel Knight,Low%,Shovel Knight - Low%,1973,2014,54,Wii U,Platformer,,Yacht Club Games,Yacht Club Games,9,1
Shovel Knight,NG+,Shovel Knight - NG+,1494,2014,28,Wii U,Platformer,,Yacht Club Games,Yacht Club Games,9,1
Shovel Knight,100%,Shovel Knight - 100%,3483,2014,19,Wii U,Platformer,,Yacht Club Games,Yacht Club Games,9,1
Chameleon Twist 2,Any%,Chameleon Twist 2 - Any%,1497,1998,13,Nintendo 64,3D Platformer,,Japan System Supply,Sunsoft,1,2
Chameleon Twist 2,100% (JP),Chameleon Twist 2 - 100% (JP),2151,1998,5,Nintendo 64,3D Platformer,,Japan System Supply,Sunsoft,1,2
Chameleon Twist 2,100% (US),Chameleon Twist 2 - 100% (US),3088,1998,1,Nintendo 64,3D Platformer,,Japan System Supply,Sunsoft,1,2
Gimmick!,Best Ending,Gimmick! - Best Ending,524,1992,8,Nintendo Entertainment System,Platformer,,Sunsoft,Sunsoft,1,1
Gimmick!,Any%,Gimmick! - Any%,345,1992,22,Nintendo Entertainment System,Platformer,,Sunsoft,Sunsoft,1,1
Gimmick!,Best Ending Glitchless,Gimmick! - Best Ending Glitchless,598,1992,27,Nintendo Entertainment System,Platformer,,Sunsoft,Sunsoft,1,1
Gimmick!,Any% Glitchless,Gimmick! - Any% Glitchless,415,1992,28,Nintendo Entertainment System,Platformer,,Sunsoft,Sunsoft,1,1
Mega Man 3,Any%,Mega Man 3 - Any%,2019,1990,130,Nintendo Entertainment System,,,Capcom,Capcom,4,
Mega Man 3,Any% (Buster Only),Mega Man 3 - Any% (Buster Only),2829,1990,7,Nintendo Entertainment System,,,Capcom,Capcom,4,
Wario Land 4,Any%,Wario Land 4 - Any%,2632,2001,10,Game Boy Advance,Platformer,,Nintendo R&D1,Nintendo,6,1
Wario Land 4,100%,Wario Land 4 - 100%,4050,2001,1,Game Boy Advance,Platformer,,Nintendo R&D1,Nintendo,6,1
Wario Land 4,Any% - Zipless,Wario Land 4 - Any% - Zipless,2805,2001,26,Game Boy Advance,Platformer,,Nintendo R&D1,Nintendo,6,1
Wario Land 4,100% - Zipless,Wario Land 4 - 100% - Zipless,4667,2001,5,Game Boy Advance,Platformer,,Nintendo R&D1,Nintendo,6,1
Donald Land,Any%,Donald Land - Any%,768,1988,4,Nintendo Entertainment System,,,,,1,
Gradius,Any%,Gradius - Any%,664.833,1986,14,Nintendo Entertainment System,,,,,5,
Gradius,All Levels,Gradius - All Levels,910.733,1986,10,Nintendo Entertainment System,,,,,5,
007: Agent Under Fire,Any%,007: Agent Under Fire - Any%,2443,2001,14,GameCube,FPS,id Tech 3,Electronic Arts,Electronic Arts,3,1
007: Agent Under Fire,00 Agent,007: Agent Under Fire - 00 Agent,2658,2001,1,GameCube,FPS,id Tech 3,Electronic Arts,Electronic Arts,3,1
007: Agent Under Fire,All Tokens,007: Agent Under Fire - All Tokens,2955,2001,1,GameCube,FPS,id Tech 3,Electronic Arts,Electronic Arts,3,1
007: Agent Under Fire,On Foot Rush,007: Agent Under Fire - On Foot Rush,2955,2001,0,GameCube,FPS,id Tech 3,Electronic Arts,Electronic Arts,3,1
Super Turrican 2,Any%,Super Turrican 2 - Any%,2131,1995,1,Super Nintendo,Side-scrolling,,Factor 5,Ocean Software,1,1
Super Mario Bros. 2,Any%,Super Mario Bros. 2 - Any%,493.521,1988,197,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,All Levels,Super Mario Bros. 2 - All Levels,1236,1988,37,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,Any% All-Stars,Super Mario Bros. 2 - Any% All-Stars,449,1988,52,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,Any% No S+Q All-Stars,Super Mario Bros. 2 - Any% No S+Q All-Stars,514,1988,25,Nintendo Entertainment System,,,,,7,
Super Mario Bros. 2,All Levels All-Stars,Super Mario Bros. 2 - All Levels All-Stars,1233,1988,28,Nintendo Entertainment System,,,,,7,
Sonic 3 & Knuckles,Sonic,Sonic 3 & Knuckles - Sonic,1797,1994,41,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Tails,Sonic 3 & Knuckles - Tails,1833,1994,15,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Knuckles,Sonic 3 & Knuckles - Knuckles,1421,1994,19,GameCube,Action,,Sonic Team,SEGA,10,1
Sonic 3 & Knuckles,Co-op/1p2c,Sonic 3 & Knuckles - Co-op/1p2c,1937,1994,5,GameCube,Action,,Sonic Team,SEGA,10,1
Mega Man X6,All Stages,Mega Man X6 - All Stages,2449,2001,56,GameCube,,,Capcom Production Studio 3,Capcom,8,
Mega Man X6,Any%,Mega Man X6 - Any%,1858,2001,16,GameCube,,,Capcom Production Studio 3,Capcom,8,
Mega Man X6,100%,Mega Man X6 - 100%,4155,2001,10,GameCube,,,Capcom Production Studio 3,Capcom,8,
Mario & Luigi: Superstar Saga,Any%,Mario & Luigi: Superstar Saga - Any%,4436,2003,11,Game Boy Advance,,,,,3,
Mario & Luigi: Superstar Saga,Glitchless,Mario & Luigi: Superstar Saga - Glitchless,12691,2003,10,Game Boy Advance,,,,,3,
Mario & Luigi: Superstar Saga,All Bosses,Mario & Luigi: Superstar Saga - All Bosses,8874,2003,4,Game Boy Advance,,,,,3,
Mega Man X3,Any%,Mega Man X3 - Any%,2365,1995,74,Super Nintendo,Capcom,,Capcom,Capcom,3,1
Mega Man X3,100%,Mega Man X3 - 100%,2657,1995,80,Super Nintendo,Capcom,,Capcom,Capcom,3,1
Mega Man X3,Low%,Mega Man X3 - Low%,2491,1995,13,Super Nintendo,Capcom,,Capcom,Capcom,3,1
Ty the Tasmanian Tiger 2: Bush Rescue,Any%,Ty the Tasmanian Tiger 2: Bush Rescue - Any%,4115,2004,29,GameCube,Platformer,,Krome Studios,Electronic Arts,9,2
Ty the Tasmanian Tiger 2: Bush Rescue,All Missions,Ty the Tasmanian Tiger 2: Bush Rescue - All Missions,5794,2004,4,GameCube,Platformer,,Krome Studios,Electronic Arts,9,2
Ty the Tasmanian Tiger 2: Bush Rescue,100%,Ty the Tasmanian Tiger 2: Bush Rescue - 100%,10526,2004,3,GameCube,Platformer,,Krome Studios,Electronic Arts,9,2
Super Castlevania IV,Any%,Super Castlevania IV - Any%,1885,1991,134,Super Nintendo,,,,,3,
Super Castlevania IV,2nd Loop,Super Castlevania IV - 2nd Loop,1972,1991,9,Super Nintendo,,,,,3,
Super Castlevania IV,Low%,Super Castlevania IV - Low%,2305,1991,13,Super Nintendo,,,,,3,
Super Mario Advance 4: Super Mario Bros. 3,Any%,Super Mario Advance 4: Super Mario Bros. 3 - Any%,736,2003,10,Game Boy Advance,,,,,4,
Super Mario Advance 4: Super Mario Bros. 3,Warpless,Super Mario Advance 4: Super Mario Bros. 3 - Warpless,3841,2003,5,Game Boy Advance,,,,,4,
Super Mario Advance 4: Super Mario Bros. 3,100%,Super Mario Advance 4: Super Mario Bros. 3 - 100%,5317,2003,6,Game Boy Advance,,,,,4,
Super Mario Advance 4: Super Mario Bros. 3,World-e,Super Mario Advance 4: Super Mario Bros. 3 - World-e,2889,2003,4,Game Boy Advance,,,,,4,
Castlevania: Circle of the Moon,All Bosses,Castlevania: Circle of the Moon - All Bosses,1514,2001,12,Game Boy Advance,,,,,2,
Castlevania: Circle of the Moon,Any%,Castlevania: Circle of the Moon - Any%,232,2001,7,Game Boy Advance,,,,,2,
Castlevania: Circle of the Moon,Completionist,Castlevania: Circle of the Moon - Completionist,5141,2001,2,Game Boy Advance,,,,,2,
Brain Age 2: More Training in Minutes a Day!,Brain Age,Brain Age 2: More Training in Minutes a Day! - Brain Age,65.683,2007,7,Nintendo DS,,,,,1,
Brain Age 2: More Training in Minutes a Day!,All Training exercises,Brain Age 2: More Training in Minutes a Day! - All Training exercises,961.55,2007,2,Nintendo DS,,,,,1,
Brain Age 2: More Training in Minutes a Day!,All Sudoku,Brain Age 2: More Training in Minutes a Day! - All Sudoku,961.55,2007,0,Nintendo DS,,,,,1,
Battletoads,Any% Singleplayer,Battletoads - Any% Singleplayer,5422,2020,7,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 2 Players,Battletoads - Any% 2 Players,8432,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,Any% 3 Players,Battletoads - Any% 3 Players,7039,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% Singleplayer,Battletoads - 100% Singleplayer,5931,2020,1,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 2 Players,Battletoads - 100% 2 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
Battletoads,100% 3 Players,Battletoads - 100% 3 Players,5931,2020,0,Xbox One,Beat'em up,,Dlala Studios,Xbox Game Studios,4,2
GoldenEye 007,Any% (Agent),GoldenEye 007 - Any% (Agent),1162,1997,120,PC,,,,,1,
GoldenEye 007,Secret Agent,GoldenEye 007 - Secret Agent,1833,1997,17,PC,,,,,1,
GoldenEye 007,00 Agent,GoldenEye 007 - 00 Agent,2198,1997,22,PC,,,,,1,
GoldenEye 007,100%,GoldenEye 007 - 100%,3519,1997,13,PC,,,,,1,
Dragon Warrior III,Dragon Warrior III (NES),Dragon Warrior III - Dragon Warrior III (NES),2667,1988,10,Nintendo Entertainment System,JRPG,,Chunsoft,Enix,1,1
Dragon Warrior III,Dragon Quest III (FC),Dragon Warrior III - Dragon Quest III (FC),2667,1988,0,Nintendo Entertainment System,JRPG,,Chunsoft,Enix,1,1
Excitebike 64,Bronze Round,Excitebike 64 - Bronze Round,539.8,2000,8,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
Excitebike 64,Silver Round,Excitebike 64 - Silver Round,633.32,2000,4,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
Excitebike 64,Gold Round,Excitebike 64 - Gold Round,809.98,2000,2,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
Excitebike 64,Platinum Round,Excitebike 64 - Platinum Round,861.83,2000,2,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
Excitebike 64,Challenge Round,Excitebike 64 - Challenge Round,213.49,2000,3,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
Excitebike 64,All Rounds,Excitebike 64 - All Rounds,3162.47,2000,2,Nintendo 64,Racing,,Left Field Productions,Nintendo,2,1
The Legend of Zelda,Any% No Up+A,The Legend of Zelda - Any% No Up+A,1674,1986,326,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Any%,The Legend of Zelda - Any%,1656,1986,43,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,100% No Up+A,The Legend of Zelda - 100% No Up+A,2118,1986,51,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,100%,The Legend of Zelda - 100%,2042,1986,15,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Low%,The Legend of Zelda - Low%,1891,1986,18,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Swordless,The Legend of Zelda - Swordless,1946,1986,34,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest No Up+A,The Legend of Zelda - Second Quest No Up+A,2030,1986,23,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest,The Legend of Zelda - Second Quest,1838,1986,12,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest Low%,The Legend of Zelda - Second Quest Low%,2550,1986,8,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest 100%,The Legend of Zelda - Second Quest 100%,2498,1986,9,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
The Legend of Zelda,Second Quest Swordless,The Legend of Zelda - Second Quest Swordless,2239,1986,8,Nintendo Entertainment System,,,Nintendo,Nintendo,10,
Tony Hawk's Underground 2,Story,Tony Hawk's Underground 2 - Story,389,2004,98,GameCube,Skateboarding,,Neversoft,Activision,5,2
Tony Hawk's Underground 2,Story - All Goals,Tony Hawk's Underground 2 - Story - All Goals,1485,2004,8,GameCube,Skateboarding,,Neversoft,Activision,5,2
Tony Hawk's Underground 2,Classic,Tony Hawk's Underground 2 - Classic,166,2004,32,GameCube,Skateboarding,,Neversoft,Activision,5,2
Tony Hawk's Underground 2,Classic - All Goals,Tony Hawk's Underground 2 - Classic - All Goals,1135,2004,9,GameCube,Skateboarding,,Neversoft,Activision,5,2
Tony Hawk's Underground 2,100%,Tony Hawk's Underground 2 - 100%,6862,2004,2,GameCube,Skateboarding,,Neversoft,Activision,5,2
Spyro: Year of the Dragon,Any%,Spyro: Year of the Dragon - Any%,1438,2000,83,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro: Year of the Dragon,100 Egg,Spyro: Year of the Dragon - 100 Egg,3070,2000,115,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Spyro: Year of the Dragon,117%,Spyro: Year of the Dragon - 117%,10593,2000,93,PlayStation 2,,,Insomniac Games,Sony Computer Entertainment,6,
Sonic Adventure 2: Battle,Hero Story,Sonic Adventure 2: Battle - Hero Story,1872.13,2001,666,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Sonic Adventure 2: Battle,Dark Story,Sonic Adventure 2: Battle - Dark Story,1734.36,2001,194,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Sonic Adventure 2: Battle,Last Story,Sonic Adventure 2: Battle - Last Story,428.98,2001,24,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Sonic Adventure 2: Battle,All Stories,Sonic Adventure 2: Battle - All Stories,4742.48,2001,158,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Sonic Adventure 2: Battle,Any%,Sonic Adventure 2: Battle - Any%,1729,2001,11,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Sonic Adventure 2: Battle,180 Emblems,Sonic Adventure 2: Battle - 180 Emblems,31839,2001,22,GameCube,3D Platformer,Adventure Engine,Sonic Team,SEGA,5,2
Ninja Gaiden II: The Dark Sword of Chaos,Any%,Ninja Gaiden II: The Dark Sword of Chaos - Any%,595.9,1990,102,Nintendo Entertainment System,,,,,2,
Ninja Gaiden II: The Dark Sword of Chaos,Low%,Ninja Gaiden II: The Dark Sword of Chaos - Low%,771,1990,1,Nintendo Entertainment System,,,,,2,
Ninja Gaiden II: The Dark Sword of Chaos,Pacifist,Ninja Gaiden II: The Dark Sword of Chaos - Pacifist,855,1990,5,Nintendo Entertainment System,,,,,2,
VVVVVV,No OoB,VVVVVV - No OoB,0,2010,207,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Glitchless,VVVVVV - Glitchless,0,2010,227,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,100%,VVVVVV - 100%,0,2010,47,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Any%,VVVVVV - Any%,0,2010,47,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,No TJ,VVVVVV - No TJ,0,2010,13,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,No Death Mode,VVVVVV - No Death Mode,0,2010,8,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
VVVVVV,Credits Warp,VVVVVV - Credits Warp,38.367,2010,18,Nintendo 3DS,Platformer,,Terry Cavanagh,,7,1
Batman Begins,Any% All Console,Batman Begins - Any% All Console,8283,2005,2,GameCube,,,,EA,3,
Batman Begins,Any% Xbox,Batman Begins - Any% Xbox,8813,2005,1,GameCube,,,,EA,3,
Batman Begins,Any% PS2,Batman Begins - Any% PS2,8877,2005,1,GameCube,,,,EA,3,
Batman Begins,Any% GCN,Batman Begins - Any% GCN,8877,2005,0,GameCube,,,,EA,3,
Batman Begins,Any% Normal,Batman Begins - Any% Normal,8689,2005,2,GameCube,,,,EA,3,
Batman Begins,Any% Normal Xbox,Batman Begins - Any% Normal Xbox,9470,2005,1,GameCube,,,,EA,3,
Batman Begins,Any% Normal PS2,Batman Begins - Any% Normal PS2,8689,2005,1,GameCube,,,,EA,3,
Batman Begins,Any% Normal GCN,Batman Begins - Any% Normal GCN,8689,2005,0,GameCube,,,,EA,3,
Batman Begins,Training,Batman Begins - Training,795,2005,1,GameCube,,,,EA,3,
Paper Mario,Any%,Paper Mario - Any%,5966,2000,96,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,Any% (No PW),Paper Mario - Any% (No PW),7668,2000,55,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,All Cards,Paper Mario - All Cards,9931,2000,95,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,All Bosses,Paper Mario - All Bosses,11263,2000,17,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,Glitchless,Paper Mario - Glitchless,13204,2000,146,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,Reverse All Cards,Paper Mario - Reverse All Cards,13416,2000,5,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
Paper Mario,100%,Paper Mario - 100%,18745,2000,14,Nintendo 64,RPG,,Intelligent Systems,Nintendo,3,1
GoldenEye 007,Any% (Agent),GoldenEye 007 - Any% (Agent),1162,1997,120,PC,,,,,1,
GoldenEye 007,Secret Agent,GoldenEye 007 - Secret Agent,1833,1997,17,PC,,,,,1,
GoldenEye 007,00 Agent,GoldenEye 007 - 00 Agent,2198,1997,22,PC,,,,,1,
GoldenEye 007,100%,GoldenEye 007 - 100%,3519,1997,13,PC,,,,,1,
Super Mario 64 DS,Any%,Super Mario 64 DS - Any%,598,2004,19,Nintendo DS,Platformer,,Nintendo EAD,Nintendo,4,1
Super Mario 64 DS,8 Star,Super Mario 64 DS - 8 Star,866,2004,24,Nintendo DS,Platformer,,Nintendo EAD,Nintendo,4,1
Super Mario 64 DS,50 Star,Super Mario 64 DS - 50 Star,2456,2004,57,Nintendo DS,Platformer,,Nintendo EAD,Nintendo,4,1
Super Mario 64 DS,80 Star,Super Mario 64 DS - 80 Star,3827,2004,116,Nintendo DS,Platformer,,Nintendo EAD,Nintendo,4,1
Super Mario 64 DS,150 Star,Super Mario 64 DS - 150 Star,9058,2004,47,Nintendo DS,Platformer,,Nintendo EAD,Nintendo,4,1
EarthBound,Any% Glitchless,EarthBound - Any% Glitchless,13088,1994,148,Super Nintendo,RPG,,,,4,1
EarthBound,Any%,EarthBound - Any%,2379,1994,22,Super Nintendo,RPG,,,,4,1
Super Metroid,Any%,Super Metroid - Any%,2455,1994,1140,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,100%,Super Metroid - 100%,4384,1994,498,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Low%,Super Metroid - Low%,2905,1994,79,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,RBO,Super Metroid - RBO,3517,1994,110,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Any% Glitched,Super Metroid - Any% Glitched,698,1994,29,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,GT Code,Super Metroid - GT Code,891,1994,199,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Super Metroid,Map Completion,Super Metroid - Map Completion,4665,1994,32,Super Nintendo,Action Adventure,,DeerForce,Nintendo,8,2
Castle of Illusion starring Mickey Mouse (SMS),Beat the game,Castle of Illusion starring Mickey Mouse (SMS) - Beat the game,795,1991,25,Sega Master System,Platformer,,SEGA,SEGA,1,1
Umihara Kawase,Any%,Umihara Kawase - Any%,87,1994,32,Super Nintendo,Platformer,,TNN/NHK SC,TNN,5,4
Umihara Kawase,Longest Path,Umihara Kawase - Longest Path,662.33,1994,10,Super Nintendo,Platformer,,TNN/NHK SC,TNN,5,4
Sonic the Hedgehog,Beat The Game,Sonic the Hedgehog - Beat The Game,874,1991,79,GameCube,Action,,Sonic Team,SEGA,16,1
Sonic the Hedgehog,All Emeralds,Sonic the Hedgehog - All Emeralds,0,1991,16,GameCube,Action,,Sonic Team,SEGA,16,1
Metal Slug 4,Easy,Metal Slug 4 - Easy,1345,2002,6,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Metal Slug 4,Medium,Metal Slug 4 - Medium,976,2002,8,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Metal Slug 4,Hard,Metal Slug 4 - Hard,976,2002,0,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Metal Slug 4,Very Hard,Metal Slug 4 - Very Hard,1277,2002,1,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Metal Slug 4,1cc Any%,Metal Slug 4 - 1cc Any%,2376,2002,1,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Metal Slug 4,Co-op 1cc Any%,Metal Slug 4 - Co-op 1cc Any%,2376,2002,0,Wii Virtual Console,Platformer,,Mega Enterprise,,12,1
Super C,Any%,Super C - Any%,764.15,1990,97,Nintendo Entertainment System,,,,,5,
Super C,Low%,Super C - Low%,853,1990,6,Nintendo Entertainment System,,,,,5,
Super C,Any% (2 Player),Super C - Any% (2 Player),779.55,1990,6,Nintendo Entertainment System,,,,,5,
Super C,Low% (2 Player),Super C - Low% (2 Player),816,1990,1,Nintendo Entertainment System,,,,,5,
Double Dragon II: The Revenge,Any% NTSC,Double Dragon II: The Revenge - Any% NTSC,643,1990,40,Nintendo Entertainment System,,,,,2,
Double Dragon II: The Revenge,Any% JP,Double Dragon II: The Revenge - Any% JP,646,1990,13,Nintendo Entertainment System,,,,,2,
Donkey Kong 64,Any%,Donkey Kong 64 - Any%,1470,1999,167,Nintendo 64,3D Platformer,,Rare,Nintendo,2,1
Donkey Kong 64,101%,Donkey Kong 64 - 101%,18965,1999,85,Nintendo 64,3D Platformer,,Rare,Nintendo,2,1
Donkey Kong 64,No Levels Early,Donkey Kong 64 - No Levels Early,7258,1999,78,Nintendo 64,3D Platformer,,Rare,Nintendo,2,1
New Super Mario Bros. Wii,Any%,New Super Mario Bros. Wii - Any%,1469,2009,761,Wii U,Platformer,,Nintendo,Nintendo,3,1
New Super Mario Bros. Wii,Cannonless,New Super Mario Bros. Wii - Cannonless,5516,2009,90,Wii U,Platformer,,Nintendo,Nintendo,3,1
New Super Mario Bros. Wii,100%,New Super Mario Bros. Wii - 100%,10787,2009,38,Wii U,Platformer,,Nintendo,Nintendo,3,1
Zelda II: The Adventure of Link,"100% All Keys, 1CC","Zelda II: The Adventure of Link - 100% All Keys, 1CC",442655,1987,182,Nintendo Entertainment System,Action RPG,,Nintendo,Nintendo,16,2
Zelda II: The Adventure of Link,Any% Deathless,Zelda II: The Adventure of Link - Any% Deathless,345659,1987,7,Nintendo Entertainment System,Action RPG,,Nintendo,Nintendo,16,2
Zelda II: The Adventure of Link,100% Deathless,Zelda II: The Adventure of Link - 100% Deathless,4006,1987,10,Nintendo Entertainment System,Action RPG,,Nintendo,Nintendo,16,2
