game,category,game+category,TAS_time(seconds)
Hikaru no Go,Any%,Hikaru no Go - Any%,725.63
Disney's Hercules,Any%,Disney's Hercules - Any%,2026.55
Frankenstein's Monster,Any%,Frankenstein's Monster - Any%,172.29
Densetsu no Stafy,demo glitch,Densetsu no Stafy - demo glitch,208.68
Galaga,"Expert, Perfect Challenge","Galaga - Expert, Perfect Challenge",53.15
Galaxian,Any%,Galaxian - Any%,34.26
Congo's Caper,Any%,Congo's Caper - Any%,1177.66
Lester the Unlikely,Any%,Lester the Unlikely - Any%,956.31
The Flintstones: The Treasure of Sierra Madrock,Any%,The Flintstones: The Treasure of Sierra Madrock - Any%,1101.82
Metal Max Returns,Any%,Metal Max Returns - Any%,1858.86
Sword Master,Any%,Sword Master - Any%,314.7
Sonic the Hedgehog: Triple Trouble,Any%,Sonic the Hedgehog: Triple Trouble - Any%,1159.98
Snow Bros.,1 player,Snow Bros. - 1 player,792.61
Snow Bros.,2 players,Snow Bros. - 2 players,836.85
The Firemen,Any%,The Firemen - Any%,925.14
Sonic Spinball,100%,Sonic Spinball - 100%,783.45
Sonic Pinball Party,Any%,Sonic Pinball Party - Any%,1362.59
Jurassic Park: The Lost World,Any%,Jurassic Park: The Lost World - Any%,50.85
Dragon Ball Z: Super Gokuden - Totsugeki-hen,Any%,Dragon Ball Z: Super Gokuden - Totsugeki-hen - Any%,9869.73
Dokapon Monster Hunter,Any%,Dokapon Monster Hunter - Any%,1434.63
Cosmo Tank,Any%,Cosmo Tank - Any%,1469.31
Pocket Bomberman,Jump Game,Pocket Bomberman - Jump Game,111.69
Dr. Robotnik's Mean Bean Machine,Any%,Dr. Robotnik's Mean Bean Machine - Any%,435.7
Popeye,Any%,Popeye - Any%,210.9
Timecop,Any%,Timecop - Any%,1148.46
Road Fighter,Any%,Road Fighter - Any%,274.01
Olympic Gold: Barcelona '92,Any%,Olympic Gold: Barcelona '92 - Any%,632.23
Nancy Drew: Message in a Haunted Mansion,Any%,Nancy Drew: Message in a Haunted Mansion - Any%,529.02
Rocman X,Any%,Rocman X - Any%,802.48
Super Tetris 2 + Bombliss: Genteiban,Any%,Super Tetris 2 + Bombliss: Genteiban - Any%,569.75
Buster Brothers,Any%,Buster Brothers - Any%,685.21
Mortal Kombat 3,Any%,Mortal Kombat 3 - Any%,438.49
Street Smart,Any%,Street Smart - Any%,212.88
Wardner,Any%,Wardner - Any%,528.82
Outrun,Any%,Outrun - Any%,265.73
The Legendary Axe,Any%,The Legendary Axe - Any%,829.72
Tom Clancy's Splinter Cell Pandora Tomorrow,Any%,Tom Clancy's Splinter Cell Pandora Tomorrow - Any%,3197.47
Starflight,Any%,Starflight - Any%,172.45
Death Duel,Any%,Death Duel - Any%,504.73
World of Illusion Starring Mickey Mouse and Donald Duck,Any%,World of Illusion Starring Mickey Mouse and Donald Duck - Any%,1127.73
Ranma Nibunnoichi: Chougi Ranbu Hen,Any%,Ranma Nibunnoichi: Chougi Ranbu Hen - Any%,670.3
Claymates,Any%,Claymates - Any%,921.92
Archon: The Light and the Dark,Any%,Archon: The Light and the Dark - Any%,70.0
Super Mario Bros. 2,"warps, Luigi","Super Mario Bros. 2 - warps, Luigi",493.77
Super Mario 64,all 120 stars,Super Mario 64 - all 120 stars,4841.52
Might and Magic: Gates to Another World,Any%,Might and Magic: Gates to Another World - Any%,375.33
Castlevania: Dawn of Sorrow,all souls,Castlevania: Dawn of Sorrow - all souls,2108.59
Antarctic Adventure,Any%,Antarctic Adventure - Any%,832.86
Penguin Adventure,Any%,Penguin Adventure - Any%,929.51
Mad Max,Any%,Mad Max - Any%,788.53
Abadox,Any%,Abadox - Any%,930.03
Spiritual Warfare,Any%,Spiritual Warfare - Any%,1007.54
Majou Densetsu II: Daimashikyou Galious,Any%,Majou Densetsu II: Daimashikyou Galious - Any%,1121.63
Gumshoe,Any%,Gumshoe - Any%,883.98
Rolo to the Rescue,Any%,Rolo to the Rescue - Any%,544.55
Heavy Shreddin',Any%,Heavy Shreddin' - Any%,1054.95
Golgo 13: Top Secret Episode,Any%,Golgo 13: Top Secret Episode - Any%,2680.04
Rainbow Islands: The Story of Bubble Bobble 2,Any%,Rainbow Islands: The Story of Bubble Bobble 2 - Any%,892.53
Top Gun,Any%,Top Gun - Any%,1593.46
Donkey Kong 3,Any%,Donkey Kong 3 - Any%,56.54
Uncanny X-Men,Any%,Uncanny X-Men - Any%,305.81
Where in Time Is Carmen Sandiego?,Any%,Where in Time Is Carmen Sandiego? - Any%,7314.05
Mega Man Battle Chip Challenge,best ending,Mega Man Battle Chip Challenge - best ending,9708.8
Back to the Future Part II & III,Any%,Back to the Future Part II & III - Any%,4464.25
American Gladiators,Any%,American Gladiators - Any%,1048.91
Boomer's Adventure in Asmik World,Any%,Boomer's Adventure in Asmik World - Any%,2354.17
Pro Wrestling,Any%,Pro Wrestling - Any%,586.1
Air Fortress,Any%,Air Fortress - Any%,2468.37
Clu Clu Land,Any%,Clu Clu Land - Any%,666.17
Fire 'n Ice,Any%,Fire 'n Ice - Any%,3806.33
Yie Ar Kung-Fu,Any%,Yie Ar Kung-Fu - Any%,109.12
Arsene Lupin the 3rd and the Castle of Cagliostro,Any%,Arsene Lupin the 3rd and the Castle of Cagliostro - Any%,435.86
Zillion,100%,Zillion - 100%,1110.38
Gain Ground,Any%,Gain Ground - Any%,700.57
Crayon Shin-Chan 4,Any%,Crayon Shin-Chan 4 - Any%,435.82
Disney's TaleSpin,Any%,Disney's TaleSpin - Any%,1038.02
The Legend of Zelda: A Link to the Past,Palace of Four Swords,The Legend of Zelda: A Link to the Past - Palace of Four Swords,316.73
Spy Vs Spy,Any%,Spy Vs Spy - Any%,527.38
Gyromite,Any%,Gyromite - Any%,1387.71
Mario & Luigi,Any%,Mario & Luigi - Any%,202.98
Dragon Warrior Monsters 2: Tara's Adventure,Any%,Dragon Warrior Monsters 2: Tara's Adventure - Any%,3505.63
Castle Adventure,Any%,Castle Adventure - Any%,19.45
Princess Tomato in the Salad Kingdom,Any%,Princess Tomato in the Salad Kingdom - Any%,2243.28
Terminator 2: Judgment Day,Any%,Terminator 2: Judgment Day - Any%,712.56
Silver Surfer,Any%,Silver Surfer - Any%,1785.41
Avoid the Noid,Any%,Avoid the Noid - Any%,213.52
Mega Man 2: The Power Fighters,Any%,Mega Man 2: The Power Fighters - Any%,288.05
Mega Man X4,"X, 100%","Mega Man X4 - X, 100%",2385.0
The Wild,Any%,The Wild - Any%,1719.05
Battletoads in Battlemaniacs,best ending,Battletoads in Battlemaniacs - best ending,1099.75
Battletoads in Battlemaniacs,Any%,Battletoads in Battlemaniacs - Any%,1148.1
Chocobo no Fushigi na Dungeon,Any%,Chocobo no Fushigi na Dungeon - Any%,1654.53
Super Putty,all stages,Super Putty - all stages,1013.17
Chuck Rock II: Son of Chuck,Any%,Chuck Rock II: Son of Chuck - Any%,1078.42
Pandemonium!,Any%,Pandemonium! - Any%,2043.33
Final Fantasy Adventure,Any%,Final Fantasy Adventure - Any%,5575.97
Tetris,fastest 999999,Tetris - fastest 999999,191.78
Ninja Crusaders,Any%,Ninja Crusaders - Any%,248.45
Uninvited,Any%,Uninvited - Any%,489.78
Lethal Weapon,Any%,Lethal Weapon - Any%,1158.27
Super Mario Bros.,warps,Super Mario Bros. - warps,297.31
Mighty Morphin Power Rangers,Any%,Mighty Morphin Power Rangers - Any%,1466.65
Astyanax,Any%,Astyanax - Any%,909.04
Eggerland,Any%,Eggerland - Any%,2218.98
Super Ghouls 'n Ghosts,Any%,Super Ghouls 'n Ghosts - Any%,1023.0
Astérix & Obélix: Bash Them All!,Any%,Astérix & Obélix: Bash Them All! - Any%,1268.9
Bio Force Ape,Any%,Bio Force Ape - Any%,270.02
Killer Instinct,playaround,Killer Instinct - playaround,599.18
X2: Wolverine's Revenge,Any%,X2: Wolverine's Revenge - Any%,837.28
Tetris DX,Any%,Tetris DX - Any%,35.18
Yuu Yuu Hakusho: Makai no Tobira,Any%,Yuu Yuu Hakusho: Makai no Tobira - Any%,1013.05
Marvel vs. Capcom,Any%,Marvel vs. Capcom - Any%,1537.7
Mega Man ZX Advent,100%,Mega Man ZX Advent - 100%,5602.76
Maniac Mansion,Any%,Maniac Mansion - Any%,389.77
Mario Adventure,Any%,Mario Adventure - Any%,2938.23
Dragon Unit,1 player,Dragon Unit - 1 player,155.85
Super Mario Land,Any%,Super Mario Land - Any%,728.75
Barbie in The 12 Dancing Princesses,Any%,Barbie in The 12 Dancing Princesses - Any%,1789.94
Mortal Kombat Advance,playaround,Mortal Kombat Advance - playaround,992.02
Metroid Fusion,100%,Metroid Fusion - 100%,5719.3
World of Goo,Any%,World of Goo - Any%,1890.88
Castlevania: Dawn of Sorrow,"Julius, in bounds","Castlevania: Dawn of Sorrow - Julius, in bounds",1160.63
Déjà Vu I & II: The Casebooks of Ace Harding,Case Book 2,Déjà Vu I & II: The Casebooks of Ace Harding - Case Book 2,605.0
Streets of Rage 2,Any%,Streets of Rage 2 - Any%,1378.57
Metroid II: Return of Samus,100%,Metroid II: Return of Samus - 100%,2962.82
Final Fantasy,Any%,Final Fantasy - Any%,4197.7
The Legend of Zelda: Link's Awakening,Any%,The Legend of Zelda: Link's Awakening - Any%,228.55
Tekken Advance,Tag Battle,Tekken Advance - Tag Battle,458.97
Speedy Gonzales: Los Gatos Bandidos,Any%,Speedy Gonzales: Los Gatos Bandidos - Any%,1362.87
High Seas Havoc,Any%,High Seas Havoc - Any%,1192.22
Chrono Trigger,save glitch,Chrono Trigger - save glitch,208.06
Clash at Demonhead,Any%,Clash at Demonhead - Any%,1089.22
A Week of Garfield,Any%,A Week of Garfield - Any%,482.81
Buzz and Waldog,Any%,Buzz and Waldog - Any%,942.58
Super Mario 64,"70 stars, no Backwards Long Jump","Super Mario 64 - 70 stars, no Backwards Long Jump",2578.52
Ultima: Exodus,Any%,Ultima: Exodus - Any%,1282.8
Batman Forever,Any%,Batman Forever - Any%,927.02
Mega Man X,password glitch,Mega Man X - password glitch,1016.88
Metroid II: Return of Samus,select glitch,Metroid II: Return of Samus - select glitch,1420.92
Poko-Nyan! Henpokorin Adventure,Any%,Poko-Nyan! Henpokorin Adventure - Any%,400.02
Gradius,Any%,Gradius - Any%,652.35
Marvel Super Heroes vs. Street Fighter,Any%,Marvel Super Heroes vs. Street Fighter - Any%,1265.05
Bomberman 64,Any%,Bomberman 64 - Any%,1418.55
Croc: Legend of the Gobbos,100%,Croc: Legend of the Gobbos - 100%,4715.43
Chrono Trigger,newgame+,Chrono Trigger - newgame+,402.77
Kanshaku tamanage Kantarō no Tōkaidō Gojūsan-tsugi,Any%,Kanshaku tamanage Kantarō no Tōkaidō Gojūsan-tsugi - Any%,511.18
Low G Man,Any%,Low G Man - Any%,630.93
Spyman,Any%,Spyman - Any%,74.36
Einhänder,Any%,Einhänder - Any%,1889.93
Final Fantasy VIII,Any%,Final Fantasy VIII - Any%,29312.98
MegaMari: Marisa no Yabou,Any%,MegaMari: Marisa no Yabou - Any%,1969.12
Nikujin,Any%,Nikujin - Any%,173.72
Sonic Colors,Any%,Sonic Colors - Any%,1597.8
Mega Man X4,Zero,Mega Man X4 - Zero,2190.1
Dragon Warrior Monsters,Any%,Dragon Warrior Monsters - Any%,1836.72
Wildwaters Extreme Kayak,Any%,Wildwaters Extreme Kayak - Any%,90.93
Sonic Advance,"Sonic, no Ultraspindash","Sonic Advance - Sonic, no Ultraspindash",797.22
Donkey Kong Country 2: Diddy's Kong Quest,102%,Donkey Kong Country 2: Diddy's Kong Quest - 102%,4891.88
Dragon Egg!,Any%,Dragon Egg! - Any%,431.58
A Nightmare On Elm Street,Any%,A Nightmare On Elm Street - Any%,805.57
Alex Kidd in the Enchanted Castle,Any%,Alex Kidd in the Enchanted Castle - Any%,327.8
Final Fantasy,White Mage,Final Fantasy - White Mage,4597.56
Naruto: Ninja Council,Any%,Naruto: Ninja Council - Any%,661.28
Clue,Any%,Clue - Any%,26.5
Metroid: Zero Mission,low%,Metroid: Zero Mission - low%,2082.27
Vectorman 2,Any%,Vectorman 2 - Any%,515.58
Evel Knievel,Any%,Evel Knievel - Any%,903.12
Gekisou Sentai Car Ranger,best ending,Gekisou Sentai Car Ranger - best ending,463.17
Mega Man 10,"Bass, Hard Mode","Mega Man 10 - Bass, Hard Mode",1698.25
Sparkster,Any%,Sparkster - Any%,1081.67
Wizardry: Proving Grounds of the Mad Overlord,Any%,Wizardry: Proving Grounds of the Mad Overlord - Any%,45.82
Street Fighter Alpha 3,Rose Dhalsim Dramatic Battle,Street Fighter Alpha 3 - Rose Dhalsim Dramatic Battle,321.45
Street Fighter Zero 2 Alpha,Any%,Street Fighter Zero 2 Alpha - Any%,199.0
Double Moon Densetsu,Any%,Double Moon Densetsu - Any%,1190.34
Crystalis,Any%,Crystalis - Any%,2440.43
Mega Man X5,100%,Mega Man X5 - 100%,3273.68
Zanac,Any%,Zanac - Any%,196.11
Kickle Cubicle,Any%,Kickle Cubicle - Any%,3588.31
Quattro Adventure: Treasure Island Dizzy,100%,Quattro Adventure: Treasure Island Dizzy - 100%,820.03
Gekisou Sentai Car Ranger,Any%,Gekisou Sentai Car Ranger - Any%,416.9
Chameleon Twist 2,Any%,Chameleon Twist 2 - Any%,1317.27
Amagon,Any%,Amagon - Any%,1081.79
Secret of Mana,Any%,Secret of Mana - Any%,6389.9
Skyblazer,Any%,Skyblazer - Any%,1467.02
Yoshi's Story,Any%,Yoshi's Story - Any%,639.67
The Legend of Zelda: A Link to the Past,Any%,The Legend of Zelda: A Link to the Past - Any%,4571.05
Castlevania III: Dracula's Curse,Grant path,Castlevania III: Dracula's Curse - Grant path,1715.19
Snake's Revenge,Any%,Snake's Revenge - Any%,1899.92
The King of Fighters 2001,Any%,The King of Fighters 2001 - Any%,432.25
Shining Soul,Any%,Shining Soul - Any%,2986.88
The SpongeBob SquarePants Movie,Any%,The SpongeBob SquarePants Movie - Any%,1698.78
Kir,all shards,Kir - all shards,3975.62
Spider-Man/X-Men: Arcade's Revenge,Any%,Spider-Man/X-Men: Arcade's Revenge - Any%,1408.18
Fire Emblem: The Sacred Stones,Any%,Fire Emblem: The Sacred Stones - Any%,4131.2
Dragon Quest V,Any%,Dragon Quest V - Any%,3019.53
The Legend of Zelda: Oracle of Seasons,Any%,The Legend of Zelda: Oracle of Seasons - Any%,5157.22
Legend of the Ghost Lion,Any%,Legend of the Ghost Lion - Any%,2213.79
Kato Chan & Ken Chan,Any%,Kato Chan & Ken Chan - Any%,464.1
Bloody Wolf,Any%,Bloody Wolf - Any%,859.74
Mega Man X5,Any%,Mega Man X5 - Any%,998.18
Otocky,Any%,Otocky - Any%,1072.02
Déjà Vu,Any%,Déjà Vu - Any%,581.59
Rod Land,Any%,Rod Land - Any%,469.39
Demon Sword,Any%,Demon Sword - Any%,371.57
The Rocketeer,Any%,The Rocketeer - Any%,835.66
Star Wars Episode I: Jedi Power Battles,Any%,Star Wars Episode I: Jedi Power Battles - Any%,2791.18
Trials of Mana,Any%,Trials of Mana - Any%,12289.0
Puzznic,Any%,Puzznic - Any%,1742.75
Super Fantasy Zone,Any%,Super Fantasy Zone - Any%,345.05
The Bugs Bunny Crazy Castle,Special Levels,The Bugs Bunny Crazy Castle - Special Levels,255.38
The Bugs Bunny Crazy Castle,Any%,The Bugs Bunny Crazy Castle - Any%,2450.61
Metroid,low%,Metroid - low%,668.78
Metroid,100%,Metroid - 100%,2005.7
Castlevania: Dracula X,Any%,Castlevania: Dracula X - Any%,847.6
Metal Slug 5,Any%,Metal Slug 5 - Any%,1057.27
Super Adventure Island,Any%,Super Adventure Island - Any%,1004.22
Castlevania: Order of Ecclesia,Albus mode,Castlevania: Order of Ecclesia - Albus mode,1083.21
Invasion of the Zombie Monsters,Any%,Invasion of the Zombie Monsters - Any%,255.31
Mega Man X3,"best ending, max%","Mega Man X3 - best ending, max%",2591.75
Super Bomberman 2,Any%,Super Bomberman 2 - Any%,1080.23
Cave Story,best ending,Cave Story - best ending,3010.3
ActRaiser,Special Mode,ActRaiser - Special Mode,1261.73
Final Fight 3,Any%,Final Fight 3 - Any%,1025.82
Time Lord,Any%,Time Lord - Any%,624.25
Tetris Attack,Any%,Tetris Attack - Any%,39.2
Space Quest IV: Roger Wilco and the Time Rippers,Any%,Space Quest IV: Roger Wilco and the Time Rippers - Any%,456.51
Mega Man X6,100%,Mega Man X6 - 100%,3407.18
Rockin' Kats,Any%,Rockin' Kats - Any%,993.71
Castlevania: Harmony of Dissonance,Maxim mode,Castlevania: Harmony of Dissonance - Maxim mode,22.75
Mega Man X & Mega Man X2 & Mega Man X3,300%,Mega Man X & Mega Man X2 & Mega Man X3 - 300%,2631.02
Mega Man X & Mega Man X2,Any%,Mega Man X & Mega Man X2 - Any%,2501.43
Aero the Acro-Bat,Any%,Aero the Acro-Bat - Any%,1779.23
Knight Quest,Any%,Knight Quest - Any%,1402.73
Nosferatu,Any%,Nosferatu - Any%,1085.03
Star Wars: The Empire Strikes Back,Any%,Star Wars: The Empire Strikes Back - Any%,734.22
Mega Man X5,X only,Mega Man X5 - X only,1183.8
Fire Emblem,Any%,Fire Emblem - Any%,5102.9
Tetris Attack,fastest 99999,Tetris Attack - fastest 99999,75.38
Wario Land II,Any%,Wario Land II - Any%,392.68
Hudson's Adventure Island II,Any%,Hudson's Adventure Island II - Any%,1342.41
Metal Slug 4,best ending,Metal Slug 4 - best ending,1031.97
Metal Slug 4,Any%,Metal Slug 4 - Any%,1084.78
Spyro the Dragon,Any%,Spyro the Dragon - Any%,2498.3
Metroid Super ZeroMission,Any%,Metroid Super ZeroMission - Any%,1243.28
Super Metroid: MockingBird Station,Any%,Super Metroid: MockingBird Station - Any%,1860.42
The Legend of Zelda: Majora's Mask,Any%,The Legend of Zelda: Majora's Mask - Any%,5372.02
Maui Mallard in Cold Shadow,Any%,Maui Mallard in Cold Shadow - Any%,1806.12
Alien Carnage,Any%,Alien Carnage - Any%,1231.67
Knightmare 2: The Maze of Galious,Any%,Knightmare 2: The Maze of Galious - Any%,1504.67
Pokémon: Sapphire ,Any%,Pokémon: Sapphire  - Any%,5707.97
Bible Adventures,Baby Moses,Bible Adventures - Baby Moses,120.37
Puggsy,Any%,Puggsy - Any%,1080.73
Nuts & Milk,100%,Nuts & Milk - 100%,846.07
Chip 'n Dale: Rescue Rangers,1 player,Chip 'n Dale: Rescue Rangers - 1 player,594.37
Inspector Gadget,Any%,Inspector Gadget - Any%,823.65
Shining Force,Any%,Shining Force - Any%,7199.05
Ultraman Ball,Any%,Ultraman Ball - Any%,364.45
The Treasure of Uşas,Any%,The Treasure of Uşas - Any%,2231.44
Metal Slug X,Any%,Metal Slug X - Any%,1112.2
Marvel Super Heroes: War of the Gems,Any%,Marvel Super Heroes: War of the Gems - Any%,1131.85
Breath of Fire III,best ending,Breath of Fire III - best ending,27901.17
Tiny Toon Adventures: Babs' Big Break,Any%,Tiny Toon Adventures: Babs' Big Break - Any%,923.2
Spanky's Quest,Any%,Spanky's Quest - Any%,1412.78
Solomon's Key,best ending,Solomon's Key - best ending,1509.58
Mole Mania,Any%,Mole Mania - Any%,489.0
Ranger X,Any%,Ranger X - Any%,572.5
Yume Penguin Monogatari,Any%,Yume Penguin Monogatari - Any%,589.0
Tiny Toon Adventures: Montana's Movie Madness,Any%,Tiny Toon Adventures: Montana's Movie Madness - Any%,1101.3
Mega Man 5,Any%,Mega Man 5 - Any%,1901.68
Battle Kid: Fortress of Peril,100%,Battle Kid: Fortress of Peril - 100%,2089.59
Mole Mania,all levels,Mole Mania - all levels,4153.48
The Amazing Spider-Man,Any%,The Amazing Spider-Man - Any%,18.62
Super Bomberman 5,best ending,Super Bomberman 5 - best ending,502.15
Top Hunter: Roddy & Cathy,Any%,Top Hunter: Roddy & Cathy - Any%,769.1
Lagoon,Any%,Lagoon - Any%,4112.68
Lamborghini: American Challenge,Any%,Lamborghini: American Challenge - Any%,459.32
Syvalion,Any%,Syvalion - Any%,422.28
X-Men: Mutant Apocalypse,Any%,X-Men: Mutant Apocalypse - Any%,895.02
Space Invaders Extreme 2,Any%,Space Invaders Extreme 2 - Any%,476.48
Super Bomberman,Any%,Super Bomberman - Any%,756.93
Ivy the Kiwi?,100%,Ivy the Kiwi? - 100%,923.86
Spinmaster,Any%,Spinmaster - Any%,799.07
Hajime no Ippo: The Fighting!,Any%,Hajime no Ippo: The Fighting! - Any%,259.85
Monster Party,Any%,Monster Party - Any%,898.07
Final Fantasy Adventure,warp glitch,Final Fantasy Adventure - warp glitch,1061.33
Pilotwings,Any%,Pilotwings - Any%,1208.97
GoldenEye 007,Any%,GoldenEye 007 - Any%,1842.48
ActRaiser,Any%,ActRaiser - Any%,3235.57
Ganryu,Any%,Ganryu - Any%,470.2
Croc: Legend of the Gobbos,Any%,Croc: Legend of the Gobbos - Any%,2181.08
Mega Man & Bass,Bass,Mega Man & Bass - Bass,1688.23
Mega Man & Bass,Forte,Mega Man & Bass - Forte,1748.07
Squirrel King,Any%,Squirrel King - Any%,1038.62
Mega Man & Bass,Mega Man,Mega Man & Bass - Mega Man,1641.47
Mega Man & Bass,Rockman,Mega Man & Bass - Rockman,1683.12
Hocus Pocus,Episode 2,Hocus Pocus - Episode 2,828.61
Super Mario Bros. 2,"warps, Luigi only","Super Mario Bros. 2 - warps, Luigi only",696.25
Kishin Douji Zenki: Batoru Raiden,Any%,Kishin Douji Zenki: Batoru Raiden - Any%,786.45
Linus Spacehead's Cosmic Crusade,Any%,Linus Spacehead's Cosmic Crusade - Any%,1723.6
Dangerous Dave,Any%,Dangerous Dave - Any%,392.8
Kururin Paradise,Any%,Kururin Paradise - Any%,1207.72
Teenage Mutant Ninja Turtles II: The Arcade Game,2 players,Teenage Mutant Ninja Turtles II: The Arcade Game - 2 players,1820.92
Turbo Turtle Adventure,Any%,Turbo Turtle Adventure - Any%,1116.07
Xena: Warrior Princess,Any%,Xena: Warrior Princess - Any%,198.97
Tom and Jerry in Mouse Attacks!,Any%,Tom and Jerry in Mouse Attacks! - Any%,846.17
Jazz Jackrabbit: Holiday Hare 1995,Any%,Jazz Jackrabbit: Holiday Hare 1995 - Any%,172.25
Jazz Jackrabbit: Holiday Hare 1994,Any%,Jazz Jackrabbit: Holiday Hare 1994 - Any%,143.76
Breath of Fire,best ending,Breath of Fire - best ending,15292.2
Snake Rattle N Roll,"warpless, 1 player","Snake Rattle N Roll - warpless, 1 player",427.21
Snake Rattle N Roll,"warps, 1 player","Snake Rattle N Roll - warps, 1 player",308.43
Mega Man X6,Any%,Mega Man X6 - Any%,1534.02
Shockman,Any%,Shockman - Any%,1310.11
Mega Man ZX Advent,Any%,Mega Man ZX Advent - Any%,4766.35
Earthworm Jim,Any%,Earthworm Jim - Any%,1744.35
Hocus Pocus,Episode 1,Hocus Pocus - Episode 1,909.62
Vigilante,Any%,Vigilante - Any%,344.4
Mendel Palace,Any%,Mendel Palace - Any%,1142.97
Wendy: Every Witch Way,Any%,Wendy: Every Witch Way - Any%,1067.28
SkyRoads: Xmas Special,Any%,SkyRoads: Xmas Special - Any%,728.04
Pit-Fighter,Any%,Pit-Fighter - Any%,288.22
Romancing SaGa 3,Any%,Romancing SaGa 3 - Any%,1319.65
Crash Bandicoot 2: N-Tranced,Any%,Crash Bandicoot 2: N-Tranced - Any%,2059.83
Daffy Duck: Fowl Play,Any%,Daffy Duck: Fowl Play - Any%,452.02
Final Fantasy Legend II,Any%,Final Fantasy Legend II - Any%,1795.57
Chuck Rock,Any%,Chuck Rock - Any%,531.43
Lada: The Ultimate Challenge,Any%,Lada: The Ultimate Challenge - Any%,262.46
Chocobo Racing,Any%,Chocobo Racing - Any%,1632.02
SkyRoads,Any%,SkyRoads - Any%,953.26
Romancing SaGa 2,Any%,Romancing SaGa 2 - Any%,4110.85
Dungeon Explorer,Any%,Dungeon Explorer - Any%,1219.3
Spider-Man 2,Any%,Spider-Man 2 - Any%,860.21
Operation Logic Bomb,Any%,Operation Logic Bomb - Any%,1088.13
Epic Pinball,Super Android,Epic Pinball - Super Android,307.53
Kir,maximum score,Kir - maximum score,4153.63
Shining Soul II,Any%,Shining Soul II - Any%,4322.43
Felix the Cat,Any%,Felix the Cat - Any%,1349.01
The 7th Saga,Any%,The 7th Saga - Any%,6617.43
Road Runner's Death Valley Rally,Any%,Road Runner's Death Valley Rally - Any%,1199.67
Mighty Bomb Jack,best ending,Mighty Bomb Jack - best ending,615.62
The Simpsons,Any%,The Simpsons - Any%,817.73
Kick Master,Any%,Kick Master - Any%,512.38
Street Fighter II: Rainbow Edition,Any%,Street Fighter II: Rainbow Edition - Any%,671.17
Skitchin',Any%,Skitchin' - Any%,978.65
Alien Soldier,Any%,Alien Soldier - Any%,1112.27
Super Mario Land,hard mode,Super Mario Land - hard mode,734.77
Ghoul School,Any%,Ghoul School - Any%,242.73
The Amazing Spider-Man: Lethal Foes,Any%,The Amazing Spider-Man: Lethal Foes - Any%,577.12
Rygar,0%,Rygar - 0%,368.74
"Civilization, Sid Meier's",Any%,"Civilization, Sid Meier's - Any%",307.78
Top Gear 2,Any%,Top Gear 2 - Any%,710.62
Lunar Pool,Any%,Lunar Pool - Any%,1429.87
Mega Man Battle Network,Any%,Mega Man Battle Network - Any%,3340.65
Kid Kool and the Quest for the Seven Wonder Herbs,Any%,Kid Kool and the Quest for the Seven Wonder Herbs - Any%,806.37
Mega Man 7,Any%,Mega Man 7 - Any%,2242.25
Duke Nukem: Episode 1 - Shrapnel City,Any%,Duke Nukem: Episode 1 - Shrapnel City - Any%,428.14
Mega Man 7,100%,Mega Man 7 - 100%,2504.5
Rockman no Constancy,hard,Rockman no Constancy - hard,1739.07
Rockman no Constancy,normal,Rockman no Constancy - normal,1647.7
Shining Force II,Any%,Shining Force II - Any%,11464.65
Spyro 2: Ripto's Rage!,14 talismans,Spyro 2: Ripto's Rage! - 14 talismans,1691.7
Putter Golf,Any%,Putter Golf - Any%,182.87
Ex-Mutants,Any%,Ex-Mutants - Any%,611.23
Tomba!,Any%,Tomba! - Any%,3148.47
SaGa Frontier,Blue,SaGa Frontier - Blue,1216.35
Zany Golf,Any%,Zany Golf - Any%,175.15
Tetris,playaround,Tetris - playaround,137.36
Lunar Pool,no friction,Lunar Pool - no friction,2212.0
Snood,Time Attack Mode,Snood - Time Attack Mode,351.02
Mega Turrican,Any%,Mega Turrican - Any%,771.95
Rolling Thunder,Any%,Rolling Thunder - Any%,659.55
Universal Soldier,Any%,Universal Soldier - Any%,638.7
Tempo,Any%,Tempo - Any%,892.62
Azure Dreams,best ending,Azure Dreams - best ending,631.73
Kid Chameleon,Any%,Kid Chameleon - Any%,767.52
Jurassic Park,Raptor,Jurassic Park - Raptor,151.03
Kaze Kiri: Ninja Action,Any%,Kaze Kiri: Ninja Action - Any%,931.62
SaGa Frontier,Lute,SaGa Frontier - Lute,1268.5
Bubble Bobble,best ending,Bubble Bobble - best ending,1477.7
Bubble Bobble,Any%,Bubble Bobble - Any%,1638.38
Magician,best ending,Magician - best ending,693.84
Magician,Any%,Magician - Any%,732.18
Alisia Dragoon,Any%,Alisia Dragoon - Any%,813.72
Ganso!! Yanchamaru,best ending,Ganso!! Yanchamaru - best ending,529.38
Batman: The Video Game,Any%,Batman: The Video Game - Any%,606.42
Wizardry II: The Knight of Diamonds,Any%,Wizardry II: The Knight of Diamonds - Any%,71.32
Resident Evil 3: Nemesis,The Mercenaries,Resident Evil 3: Nemesis - The Mercenaries,1134.02
Super Gussun Oyoyo,Any%,Super Gussun Oyoyo - Any%,446.33
Little Master,Any%,Little Master - Any%,335.37
Romancing SaGa,Any%,Romancing SaGa - Any%,134.77
Cyborg 009,Any%,Cyborg 009 - Any%,966.92
Shadow of the Beast II,Any%,Shadow of the Beast II - Any%,393.33
